profondeur,type_roche,ph,conductivite,distance_faille,humidite,teneur_or
460.93,Schiste,6.58,46.22,987.99,25.03,0.0
225.97,Schiste,5.26,209.5,793.37,20.26,0.0
497.33,Calcaire,4.58,175.29,380.44,26.14,10.39
215.84,Calcaire,7.24,394.74,575.85,18.83,8.62
307.9,Gabbro,8.64,211.04,623.31,8.48,1.0
61.33,Gabbro,4.98,345.45,822.73,10.46,0.0
232.57,Basalte,5.45,305.19,736.45,12.38,1.34
127.0,Gabbro,6.17,488.06,569.29,6.9,8.92
419.43,Gabbro,8.14,469.51,669.18,26.34,12.96
394.12,Granit,5.71,219.57,745.92,16.02,0.0
413.85,Schiste,8.47,364.55,133.14,7.81,14.88
364.57,Calcaire,4.75,416.44,200.46,29.6,20.42
418.01,Gabbro,8.73,450.45,688.58,25.51,11.45
108.41,Calcaire,7.02,43.39,850.43,18.57,0.0
231.5,Gabbro,7.46,158.02,409.26,12.42,3.8
349.0,Gabbro,6.15,166.91,979.89,9.55,0.0
322.32,Basalte,8.02,222.88,216.07,18.75,11.27
361.01,Granit,5.25,92.94,416.7,31.56,4.74
119.89,Schiste,4.72,253.14,378.52,10.65,4.85
58.23,Schiste,6.28,334.98,930.3,22.06,0.0
459.24,Basalte,8.34,253.71,285.38,33.85,15.21
284.48,Basalte,7.9,336.24,470.79,24.11,9.46
85.37,Schiste,6.83,42.56,187.23,18.2,3.1
398.78,Schiste,7.07,439.23,521.27,26.49,13.59
458.32,Granit,5.08,470.14,857.4,29.74,8.25
93.09,Gabbro,8.28,312.77,304.04,22.72,11.31
410.53,Granit,8.04,441.88,810.79,31.15,8.3
467.28,Schiste,7.45,74.41,911.31,20.44,0.0
469.8,Gabbro,6.6,400.75,72.96,29.9,24.23
457.94,Schiste,8.84,68.38,756.42,33.56,0.0
277.75,Granit,8.46,209.93,255.34,20.04,8.32
184.54,Granit,7.4,168.67,175.33,23.15,8.12
13.56,Granit,6.17,296.94,601.12,23.28,2.24
39.85,Gabbro,7.28,157.74,705.6,28.44,0.0
220.13,Calcaire,7.09,322.28,394.76,29.69,11.59
205.67,Calcaire,6.27,190.02,39.17,5.82,10.36
100.51,Schiste,5.88,431.79,908.7,27.0,1.91
203.79,Gabbro,6.33,320.6,730.75,28.51,5.19
95.58,Basalte,7.08,115.5,271.67,26.01,5.65
425.91,Calcaire,6.43,174.7,496.86,26.41,6.84
156.12,Gabbro,5.69,425.24,27.79,6.24,17.67
303.3,Gabbro,7.92,199.38,339.28,18.26,8.75
256.39,Calcaire,6.89,272.54,522.54,29.55,8.12
35.42,Gabbro,4.8,327.98,517.22,33.02,9.73
471.69,Gabbro,6.16,180.43,208.18,11.88,10.85
268.34,Calcaire,8.48,154.05,776.75,22.38,0.0
169.28,Granit,7.9,242.87,298.86,29.13,9.5
87.48,Schiste,5.95,115.29,580.41,27.57,0.0
175.88,Basalte,8.72,149.26,271.52,23.57,7.16
20.05,Schiste,4.84,40.42,425.17,5.56,0.0
188.14,Granit,8.83,158.95,207.51,26.72,8.37
270.43,Granit,5.61,167.15,633.01,28.2,1.01
437.21,Gabbro,4.54,481.3,425.58,26.69,18.93
346.81,Schiste,6.45,298.97,16.12,27.97,19.19
64.68,Granit,6.12,395.82,28.16,17.93,16.41
82.4,Schiste,6.93,32.23,471.13,34.81,0.84
219.78,Granit,8.09,62.2,183.23,28.12,6.09
105.9,Basalte,8.29,409.12,585.04,22.36,7.81
23.65,Granit,6.31,315.54,408.19,33.03,8.41
404.46,Schiste,6.43,103.58,654.42,32.25,1.68
19.57,Gabbro,5.17,208.35,952.4,29.44,0.0
417.04,Schiste,4.71,273.95,528.74,21.91,7.04
80.61,Calcaire,7.39,423.37,787.38,20.81,3.7
487.59,Schiste,4.79,39.6,753.04,14.86,0.0
305.9,Basalte,7.8,302.39,921.79,12.53,0.0
370.14,Basalte,6.93,361.35,214.02,20.37,15.59
64.14,Basalte,5.39,489.17,827.33,22.33,5.45
432.43,Granit,6.93,405.51,905.52,12.34,1.33
421.2,Basalte,5.32,145.35,392.76,32.68,9.05
329.97,Schiste,6.47,357.69,313.82,21.72,13.38
256.11,Gabbro,8.1,384.01,952.04,20.8,1.73
363.53,Basalte,6.58,367.57,627.63,18.07,7.6
12.9,Schiste,5.17,411.87,380.68,6.74,7.98
300.3,Granit,7.76,452.83,791.83,31.47,7.08
425.23,Granit,5.34,58.23,304.47,14.51,3.17
184.88,Gabbro,7.82,61.33,176.41,24.27,7.52
63.06,Gabbro,6.66,400.24,543.97,23.22,9.11
216.23,Schiste,6.54,133.66,566.21,22.53,0.54
366.28,Gabbro,8.33,38.69,825.75,20.77,0.0
62.58,Gabbro,7.69,206.6,457.03,10.44,2.12
110.96,Granit,4.65,411.74,814.59,13.42,0.49
82.3,Schiste,5.83,72.02,311.32,20.73,2.33
400.5,Gabbro,8.42,339.2,575.37,28.68,10.82
40.82,Schiste,4.58,11.77,208.47,17.96,1.29
346.43,Basalte,6.95,63.77,385.45,11.12,1.79
189.56,Granit,7.78,181.92,857.54,7.64,0.0
380.34,Granit,7.3,50.97,215.99,24.89,6.21
482.55,Granit,7.92,424.49,810.24,17.7,5.19
66.13,Calcaire,7.77,433.39,282.87,8.76,11.73
164.05,Schiste,7.61,380.23,34.49,25.23,18.81
406.96,Basalte,8.2,128.82,109.93,11.23,9.83
140.42,Gabbro,7.41,266.39,745.88,20.27,1.57
115.41,Basalte,6.31,100.25,262.07,14.19,3.2
414.44,Schiste,6.62,147.83,654.15,32.95,3.53
493.67,Granit,7.73,262.84,699.2,11.85,1.45
282.87,Calcaire,8.44,370.16,345.12,17.6,12.64
146.24,Schiste,5.72,56.38,474.92,33.78,2.12
205.3,Schiste,6.04,155.38,403.77,14.56,2.68
93.36,Gabbro,8.69,464.04,947.35,24.34,2.87
383.32,Basalte,7.1,220.27,319.95,14.5,8.24
389.0,Basalte,5.31,470.05,183.32,8.32,17.63
438.81,Gabbro,7.49,495.79,365.59,23.83,19.26
23.04,Calcaire,8.96,268.06,669.52,32.48,3.13
285.37,Granit,8.21,151.14,697.36,18.58,0.0
114.99,Granit,7.86,397.48,924.06,23.79,0.25
177.03,Calcaire,5.44,88.06,881.75,23.27,0.0
394.63,Gabbro,8.44,133.5,288.32,17.45,7.79
104.1,Schiste,6.87,394.59,455.16,23.45,9.89
322.79,Basalte,8.5,222.49,747.27,12.78,0.0
330.74,Schiste,5.98,108.75,916.54,16.34,0.0
477.51,Basalte,4.78,329.05,337.17,18.27,13.12
389.83,Schiste,6.64,369.05,444.44,30.92,12.96
403.78,Gabbro,5.71,71.28,899.48,15.45,0.0
270.48,Gabbro,7.72,145.72,358.48,24.05,7.14
101.52,Calcaire,8.81,118.43,480.51,11.4,0.0
218.53,Schiste,7.61,196.13,904.5,12.58,0.0
279.25,Schiste,8.49,384.09,802.24,24.45,4.46
342.43,Calcaire,6.54,359.72,243.43,27.87,17.11
307.78,Calcaire,7.97,334.64,324.8,18.86,12.05
203.05,Gabbro,8.29,13.08,352.96,15.05,1.1
140.0,Gabbro,7.7,79.65,912.74,32.31,0.0
92.43,Schiste,6.78,119.42,998.93,9.07,0.0
349.98,Gabbro,7.32,143.26,774.0,26.62,0.07
326.25,Gabbro,7.65,81.75,484.33,25.71,4.09
346.81,Schiste,5.64,211.05,10.17,25.71,16.27
192.54,Calcaire,8.14,46.84,697.49,33.06,0.0
138.58,Schiste,8.78,377.51,389.36,26.85,11.21
382.26,Granit,6.59,395.98,632.99,14.05,6.15
389.09,Schiste,7.65,291.39,606.69,15.6,4.94
233.25,Granit,7.82,53.96,480.83,16.73,0.0
309.83,Schiste,7.48,446.14,944.39,5.92,0.09
193.02,Granit,6.96,483.16,23.15,32.41,22.87
353.95,Granit,8.47,109.16,712.13,7.21,0.0
419.5,Schiste,6.52,355.27,409.84,25.99,13.27
347.23,Gabbro,4.77,422.55,713.79,26.9,10.07
261.17,Basalte,8.3,274.52,675.22,30.31,5.28
234.74,Gabbro,7.53,168.43,10.24,21.6,13.62
324.74,Granit,8.32,244.49,285.34,26.76,10.61
343.11,Schiste,5.12,261.01,189.09,14.08,11.43
283.78,Schiste,4.64,206.31,166.99,27.37,12.09
316.22,Schiste,8.7,465.62,728.48,15.3,6.93
57.33,Schiste,5.16,374.5,239.55,32.09,14.76
476.37,Basalte,8.14,128.24,474.74,9.9,3.01
397.48,Calcaire,8.2,296.92,246.99,14.47,12.45
193.22,Granit,7.69,347.46,580.23,19.96,5.52
285.78,Basalte,5.09,78.68,720.57,28.28,0.0
33.19,Gabbro,7.5,185.63,331.07,27.46,6.89
30.2,Calcaire,8.5,453.72,603.02,11.32,5.95
132.89,Calcaire,6.41,287.91,824.85,9.33,0.0
347.95,Schiste,6.36,116.33,94.22,14.12,9.42
427.55,Basalte,6.49,70.16,710.67,19.51,0.0
284.0,Gabbro,4.87,263.93,323.14,21.17,11.22
270.75,Schiste,8.51,278.37,122.65,17.87,13.39
207.13,Schiste,8.41,173.86,545.65,24.89,2.46
89.18,Granit,8.99,318.9,226.26,17.83,10.33
67.99,Calcaire,7.13,43.66,821.36,33.39,0.0
382.73,Gabbro,7.88,81.12,42.9,12.83,10.96
464.48,Calcaire,5.41,277.67,98.65,23.82,18.44
234.56,Basalte,7.5,40.29,521.0,23.34,0.0
333.13,Granit,7.42,441.65,588.94,13.45,7.96
458.08,Schiste,8.56,79.65,729.89,17.35,0.0
54.16,Granit,8.24,340.22,259.26,15.96,9.38
387.54,Schiste,8.72,201.69,841.76,10.17,0.0
312.24,Granit,8.41,205.9,953.14,19.32,0.0
303.33,Schiste,8.41,384.8,499.04,16.6,8.91
153.34,Calcaire,4.79,254.74,760.53,10.35,0.0
345.11,Calcaire,8.31,365.57,524.85,18.5,9.18
399.45,Calcaire,7.23,257.54,69.47,17.66,15.99
65.3,Calcaire,6.21,300.52,326.11,8.94,6.88
271.43,Granit,4.75,382.75,87.49,8.94,15.44
59.62,Schiste,7.55,307.58,988.88,24.43,0.0
437.56,Calcaire,5.98,311.65,229.03,26.2,16.15
258.74,Granit,6.6,396.72,635.9,33.24,8.71
405.9,Schiste,7.57,475.05,284.35,7.61,14.7
190.36,Granit,8.6,194.59,653.25,8.54,0.0
71.29,Calcaire,8.21,292.79,210.4,6.55,8.48
30.33,Basalte,6.53,52.27,785.27,20.97,0.0
147.94,Granit,6.25,185.81,110.81,23.68,10.62
129.67,Calcaire,5.58,211.9,895.15,17.11,0.0
284.57,Gabbro,6.18,419.27,840.42,28.94,6.84
20.65,Schiste,5.0,261.56,678.81,25.6,0.58
265.08,Calcaire,8.87,368.22,67.41,34.58,20.89
201.97,Gabbro,7.08,19.31,208.57,9.14,2.36
292.79,Granit,5.08,237.6,859.36,6.75,0.0
354.18,Granit,6.09,451.65,121.97,13.24,18.19
320.71,Gabbro,6.96,119.91,155.93,5.57,7.2
492.48,Gabbro,6.9,25.45,544.0,32.98,3.75
77.75,Schiste,4.66,222.37,274.18,14.12,5.66
220.57,Granit,8.78,355.17,222.08,21.57,12.92
218.17,Gabbro,5.74,232.69,575.81,14.54,3.02
214.36,Basalte,4.57,235.39,372.58,12.37,5.86
335.26,Basalte,4.84,338.2,140.56,9.57,14.45
250.02,Gabbro,7.11,134.65,534.85,14.61,1.61
263.54,Schiste,5.12,378.43,387.01,23.46,11.94
221.85,Granit,4.69,85.03,734.52,34.15,0.0
495.93,Basalte,6.21,203.92,102.76,21.74,15.31
464.51,Gabbro,7.3,331.44,620.61,20.98,8.62
160.78,Gabbro,5.0,415.9,436.49,6.06,9.6
64.68,Calcaire,5.91,397.85,406.06,30.2,13.15
421.48,Gabbro,6.38,363.63,232.29,6.35,14.8
498.61,Schiste,5.22,185.96,30.43,32.19,17.23
153.38,Basalte,6.78,69.93,847.69,21.16,0.0
185.31,Calcaire,4.88,116.25,326.41,10.05,3.62
471.4,Basalte,4.71,433.77,681.09,18.55,10.02
358.45,Basalte,6.84,430.09,947.59,34.85,6.62
154.86,Schiste,5.62,476.26,564.99,14.15,8.5
294.71,Gabbro,4.93,47.23,397.15,13.08,1.5
472.67,Schiste,6.41,273.04,268.27,8.54,10.2
407.79,Gabbro,8.62,327.85,934.04,22.91,1.99
373.5,Calcaire,7.76,358.22,682.08,7.68,4.22
371.13,Schiste,8.17,325.49,665.28,27.98,6.49
97.23,Schiste,8.42,387.31,426.16,32.58,11.15
414.09,Granit,8.88,186.14,845.05,32.96,0.0
145.3,Schiste,7.93,97.92,713.67,8.24,0.0
465.88,Granit,7.24,110.25,283.18,21.75,7.35
188.67,Gabbro,6.14,15.87,599.58,7.91,0.0
430.25,Gabbro,5.32,181.66,430.19,22.16,8.65
140.45,Gabbro,7.59,54.95,6.59,29.45,11.27
262.12,Granit,8.98,167.53,807.62,21.13,0.0
62.37,Gabbro,6.6,317.82,122.83,31.16,16.25
333.46,Basalte,7.76,448.29,509.95,29.05,13.99
419.68,Schiste,6.73,421.41,336.23,13.3,14.23
362.04,Granit,6.44,133.81,342.09,23.9,6.05
266.4,Gabbro,6.35,75.7,477.36,5.22,0.0
32.11,Basalte,6.77,104.61,997.02,16.88,0.0
467.39,Schiste,6.15,485.78,408.38,12.14,15.16
355.69,Schiste,7.87,279.24,182.33,33.11,16.28
375.47,Gabbro,8.43,99.43,613.61,17.16,0.0
399.39,Basalte,8.47,421.97,236.29,24.62,18.12
376.39,Granit,5.52,203.64,105.55,26.96,13.75
226.15,Gabbro,8.53,450.62,50.17,28.2,22.37
369.47,Schiste,6.04,137.73,22.88,27.07,13.97
316.26,Schiste,5.89,202.68,431.16,13.67,4.07
428.47,Schiste,7.77,257.42,426.73,25.58,10.01
403.21,Gabbro,5.87,447.38,185.55,21.47,20.85
30.27,Calcaire,4.74,435.69,784.02,22.92,5.01
195.65,Calcaire,6.18,291.43,129.27,5.02,11.53
27.01,Calcaire,7.75,118.67,915.32,12.75,0.0
60.02,Basalte,5.97,207.64,587.58,32.92,3.49
304.69,Gabbro,7.33,488.06,27.62,13.7,22.54
438.17,Schiste,7.47,307.81,962.97,18.14,0.0
68.71,Basalte,7.8,392.74,307.94,10.6,10.23
231.03,Calcaire,8.54,230.43,449.97,9.16,3.86
456.33,Granit,6.45,270.68,284.27,11.26,9.67
409.01,Basalte,5.25,220.19,728.42,21.61,2.64
264.64,Basalte,5.94,354.43,485.68,32.57,11.84
388.07,Gabbro,6.44,427.22,132.37,14.79,19.81
266.12,Basalte,7.71,258.61,104.2,14.7,12.44
87.47,Gabbro,4.56,245.63,725.38,21.92,1.45
71.12,Granit,5.92,176.74,237.08,15.7,5.6
102.3,Schiste,8.01,96.78,137.79,32.31,8.25
181.95,Schiste,7.52,470.23,499.43,16.34,10.51
465.96,Calcaire,7.79,164.88,802.77,19.71,0.0
401.84,Calcaire,8.15,402.34,278.78,21.0,17.17
222.07,Granit,8.02,360.52,276.43,28.46,14.16
251.61,Schiste,7.57,397.55,833.88,21.92,3.34
140.15,Calcaire,6.48,469.02,147.83,12.17,16.66
355.13,Basalte,8.93,315.45,616.73,8.72,3.65
403.36,Gabbro,7.06,450.0,955.01,33.13,8.08
127.06,Calcaire,5.41,92.17,841.3,29.05,0.0
30.49,Granit,5.82,317.09,61.82,5.69,10.77
315.71,Schiste,7.62,388.42,319.91,29.65,14.97
285.63,Granit,8.66,143.1,142.37,22.72,9.48
207.04,Gabbro,5.3,372.97,949.24,20.57,1.12
325.51,Gabbro,4.87,391.45,985.94,5.37,0.0
279.8,Granit,8.47,417.28,234.99,28.43,16.92
132.78,Calcaire,8.62,163.31,669.7,10.94,0.0
204.89,Calcaire,5.74,343.99,841.63,26.84,2.66
219.78,Schiste,6.2,159.08,233.68,5.48,4.97
441.32,Schiste,7.47,372.13,187.68,28.89,18.79
480.84,Basalte,5.98,236.86,11.21,5.69,14.13
447.57,Basalte,8.45,302.8,411.96,12.08,8.95
362.4,Schiste,4.98,213.76,899.44,13.05,0.0
296.65,Basalte,4.67,89.37,902.98,9.73,0.0
347.74,Granit,5.44,97.23,127.74,19.43,8.32
470.16,Calcaire,5.79,48.01,204.35,13.51,7.04
132.5,Basalte,5.01,312.86,408.05,34.8,11.2
272.21,Basalte,4.8,425.83,780.62,22.4,6.44
347.91,Granit,7.9,20.21,611.85,21.99,0.0
342.83,Gabbro,5.24,42.46,513.85,11.63,0.0
133.62,Schiste,8.61,234.16,591.93,17.26,0.62
297.5,Granit,6.16,371.48,96.2,8.72,15.08
400.0,Gabbro,7.52,87.28,477.66,27.88,5.48
242.79,Granit,5.51,143.11,992.06,14.93,0.0
398.72,Calcaire,5.58,123.68,88.45,27.56,13.74
186.34,Granit,7.09,205.54,519.25,16.15,1.51
469.99,Granit,7.02,120.25,295.65,34.66,10.13
271.62,Calcaire,7.96,182.77,539.91,10.13,0.95
302.01,Schiste,7.91,366.99,573.82,5.05,4.36
25.37,Gabbro,7.52,309.39,577.47,22.84,4.75
93.43,Basalte,6.52,49.78,852.21,33.59,0.0
320.14,Schiste,8.51,322.5,389.75,24.41,11.34
215.74,Granit,7.3,243.77,516.35,7.57,1.49
259.0,Basalte,8.96,467.94,10.93,21.21,22.03
40.86,Calcaire,8.19,151.76,789.55,32.28,0.0
418.73,Schiste,4.7,365.82,259.49,5.2,12.44
394.41,Gabbro,5.94,368.12,816.56,10.01,3.37
100.82,Schiste,7.07,118.54,265.64,29.44,5.91
320.82,Schiste,7.75,452.58,10.79,31.82,24.35
410.97,Basalte,6.98,250.68,154.83,26.21,15.74
324.02,Calcaire,8.04,342.65,985.68,34.75,2.58
162.1,Calcaire,5.77,81.47,319.8,7.71,1.8
331.49,Schiste,5.33,136.32,108.82,21.37,10.4
113.13,Calcaire,4.74,297.19,118.76,25.55,15.05
165.94,Basalte,7.08,166.32,310.34,26.08,7.61
127.63,Basalte,7.6,254.85,37.65,28.8,15.04
282.89,Gabbro,5.97,193.26,511.49,32.53,8.09
63.03,Calcaire,7.26,323.87,213.74,15.85,11.05
467.32,Gabbro,4.73,248.7,519.31,6.29,5.78
173.42,Granit,4.95,12.26,140.76,15.87,3.74
117.3,Basalte,7.66,328.34,429.86,25.15,8.86
253.31,Schiste,6.16,216.84,597.92,11.4,1.01
145.73,Basalte,7.52,177.43,62.0,29.3,13.34
272.1,Granit,8.24,56.13,398.75,11.59,0.0
180.77,Schiste,8.34,117.98,302.52,5.3,1.56
74.71,Calcaire,5.27,119.65,240.36,20.24,5.57
140.29,Calcaire,6.69,468.33,604.53,26.79,11.27
224.84,Basalte,7.8,221.93,588.54,15.49,2.24
24.84,Schiste,7.98,30.61,630.7,27.47,0.0
387.61,Schiste,8.03,78.02,158.88,18.15,7.26
314.69,Gabbro,5.53,48.73,285.71,10.15,3.59
304.67,Granit,5.37,298.55,209.68,7.72,10.44
277.56,Calcaire,7.16,101.44,540.5,26.32,2.56
299.25,Basalte,7.83,254.29,461.07,16.57,6.08
467.98,Schiste,5.94,191.33,330.29,32.38,11.65
14.2,Calcaire,4.97,403.9,786.01,21.21,3.29
33.42,Basalte,7.73,167.04,93.97,15.45,7.66
103.83,Calcaire,5.85,234.55,974.9,15.47,0.0
91.98,Basalte,5.25,363.43,116.54,8.94,12.57
98.79,Calcaire,5.16,222.34,773.07,22.81,0.0
339.25,Gabbro,5.92,398.68,368.23,22.47,14.78
235.15,Granit,7.17,334.23,865.26,29.0,1.46
495.97,Calcaire,6.11,211.16,74.17,11.04,14.18
121.17,Granit,4.59,256.95,374.72,13.72,5.09
162.31,Calcaire,4.94,483.93,335.44,7.92,13.57
492.28,Schiste,5.81,334.19,993.16,13.86,0.0
417.56,Gabbro,7.47,453.45,985.55,17.84,4.38
240.2,Gabbro,4.94,97.59,189.8,33.92,11.29
281.75,Granit,7.02,246.79,629.95,24.59,3.09
423.16,Schiste,5.04,455.24,535.52,28.49,14.06
245.68,Basalte,5.45,168.08,154.37,14.77,9.43
110.95,Gabbro,5.27,484.16,167.78,9.34,17.06
415.94,Schiste,4.8,57.57,989.25,12.7,0.0
273.51,Schiste,7.52,452.31,452.73,12.69,10.97
84.99,Granit,6.59,228.15,125.8,22.49,10.63
257.74,Schiste,8.24,46.13,214.79,15.24,3.66
212.47,Schiste,4.95,440.97,268.35,30.72,17.26
439.65,Basalte,5.15,133.45,510.92,34.66,7.17
71.77,Granit,5.88,20.9,335.55,15.3,0.0
438.85,Granit,7.95,76.55,455.01,26.15,3.05
260.98,Schiste,5.88,332.97,166.5,24.72,15.39
208.14,Basalte,6.34,489.13,326.73,10.83,14.27
89.36,Calcaire,5.86,64.62,70.32,32.54,9.72
353.4,Gabbro,4.86,236.35,889.71,10.98,0.0
464.14,Granit,8.73,98.51,198.75,27.11,9.96
193.93,Basalte,6.97,375.07,756.9,15.43,2.35
128.38,Basalte,8.05,67.85,349.55,16.01,1.04
281.88,Schiste,7.46,127.52,474.4,18.66,1.99
400.13,Gabbro,6.81,106.24,291.26,30.94,9.99
11.85,Granit,4.9,280.73,696.44,9.21,0.0
319.37,Calcaire,7.39,437.86,844.55,6.64,3.02
302.29,Schiste,5.2,260.43,286.27,17.06,10.26
165.89,Granit,6.36,38.54,242.22,6.67,0.34
231.2,Granit,7.33,286.06,681.44,25.63,2.67
131.01,Basalte,8.02,400.79,195.15,27.81,16.01
397.04,Gabbro,7.58,74.76,639.84,30.64,2.59
320.92,Calcaire,7.52,45.63,94.43,27.32,10.63
271.03,Gabbro,5.17,102.03,620.14,32.49,2.96
202.34,Basalte,6.06,375.58,513.41,27.45,10.68
152.78,Calcaire,4.69,299.92,113.91,33.08,17.13
413.14,Calcaire,7.74,274.89,649.1,10.79,3.76
231.19,Schiste,8.79,132.25,446.56,20.0,2.4
255.71,Calcaire,5.69,172.8,217.12,34.82,12.76
265.21,Granit,4.89,483.28,353.38,25.45,15.71
229.7,Gabbro,6.64,127.91,492.1,31.36,5.55
135.48,Gabbro,8.36,451.81,91.55,5.91,16.84
68.97,Schiste,6.98,294.46,957.61,31.15,0.0
58.28,Calcaire,4.71,70.42,665.56,25.93,0.0
381.16,Basalte,8.88,238.98,102.53,10.12,12.24
119.53,Granit,8.23,474.79,822.86,5.77,0.84
37.28,Schiste,5.09,215.1,322.55,12.8,4.09
400.78,Calcaire,8.65,433.06,596.8,32.47,13.42
85.49,Basalte,6.53,135.65,277.14,25.04,5.65
316.32,Calcaire,6.17,289.75,733.41,32.58,6.22
175.94,Schiste,6.57,423.49,723.01,18.38,4.69
71.98,Basalte,8.26,461.14,552.04,33.1,11.92
213.1,Basalte,7.47,248.05,240.93,18.89,10.09
17.26,Basalte,4.77,323.45,253.7,11.13,8.79
422.11,Basalte,8.81,11.46,382.86,9.54,0.0
261.61,Calcaire,5.17,134.08,145.01,34.81,12.58
78.19,Basalte,7.86,146.57,337.66,15.02,3.0
126.12,Calcaire,7.36,55.81,684.35,9.8,0.0
229.51,Basalte,5.34,147.05,830.85,5.25,0.0
102.55,Basalte,5.27,167.35,332.58,13.57,4.35
141.61,Schiste,8.42,484.7,233.59,31.67,18.31
271.85,Calcaire,6.39,337.62,832.64,21.02,2.55
417.98,Calcaire,7.45,218.74,890.7,23.97,0.0
206.9,Gabbro,6.77,494.15,410.02,32.67,18.08
361.32,Schiste,7.77,85.08,26.9,20.39,10.34
439.58,Calcaire,6.66,243.27,694.96,30.15,5.84
115.99,Schiste,5.79,327.06,784.03,14.71,0.0
405.52,Schiste,6.14,37.23,18.02,34.31,12.57
381.13,Schiste,8.37,361.33,595.03,7.36,4.85
184.9,Granit,6.61,58.94,588.37,26.74,0.0
494.86,Calcaire,5.46,78.74,378.71,24.82,6.83
138.66,Schiste,8.71,88.25,749.77,10.75,0.0
134.85,Granit,8.08,465.16,428.18,16.67,10.59
388.41,Granit,4.75,344.79,676.78,14.38,4.03
222.98,Basalte,9.0,331.16,517.12,7.83,4.33
172.09,Basalte,7.63,282.19,248.46,22.54,11.04
97.54,Calcaire,5.22,153.47,606.5,34.81,3.13
385.01,Basalte,5.57,314.24,736.91,21.79,4.21
395.3,Calcaire,7.62,210.97,973.91,21.36,0.0
287.62,Granit,8.01,81.25,380.11,6.21,0.0
479.08,Granit,5.58,347.9,64.47,9.18,16.62
165.9,Calcaire,5.66,73.5,987.97,20.4,0.0
117.61,Basalte,5.88,103.43,623.81,34.56,0.21
341.96,Basalte,7.19,410.67,946.45,31.3,4.64
381.62,Calcaire,5.27,333.46,103.83,15.21,16.88
120.2,Gabbro,4.97,319.19,342.03,21.29,10.84
47.54,Basalte,7.55,214.92,133.94,21.58,9.65
407.15,Schiste,8.01,204.18,835.51,25.56,0.0
488.49,Basalte,6.75,348.23,880.34,25.63,4.56
325.89,Gabbro,6.14,372.6,501.31,28.69,12.57
146.15,Granit,6.44,260.0,186.61,5.75,7.65
498.37,Granit,6.25,484.94,127.12,33.31,23.98
447.7,Granit,8.82,478.29,588.16,7.1,8.4
261.56,Basalte,7.96,212.09,506.38,19.28,3.84
414.41,Granit,5.44,412.1,694.79,32.59,9.63
409.75,Gabbro,6.23,276.2,305.21,19.63,12.82
468.05,Gabbro,6.95,260.76,402.37,6.91,8.01
422.05,Basalte,7.26,36.93,21.36,11.88,8.41
325.4,Schiste,6.61,291.25,610.14,22.36,5.37
308.56,Basalte,8.15,451.28,423.14,7.64,11.56
239.01,Granit,7.95,392.27,919.76,17.71,0.0
316.98,Basalte,6.77,395.3,641.79,14.87,6.85
399.66,Gabbro,8.34,88.37,398.69,29.46,7.27
484.83,Basalte,7.88,185.64,263.59,8.3,8.73
238.97,Basalte,8.0,124.27,905.28,25.48,0.0
291.09,Schiste,8.8,164.8,16.27,17.2,11.97
227.95,Gabbro,5.7,293.97,326.91,22.63,11.95
337.56,Calcaire,5.7,188.74,943.51,11.17,0.0
318.66,Calcaire,8.5,284.74,654.03,23.29,5.47
18.74,Gabbro,7.98,224.87,532.72,25.22,3.6
275.17,Calcaire,8.67,150.44,203.53,7.11,6.66
53.36,Granit,4.78,56.75,833.37,29.73,0.0
22.93,Calcaire,7.32,447.0,204.2,30.84,17.73
397.69,Granit,5.15,15.57,248.25,6.91,1.62
136.74,Gabbro,6.77,10.81,191.85,23.1,4.6
176.92,Calcaire,5.2,415.13,158.15,22.82,17.92
41.4,Calcaire,5.08,498.44,953.31,5.37,0.0
97.96,Granit,4.55,366.28,602.03,15.27,3.5
385.15,Granit,7.34,17.48,637.84,34.07,0.0
251.83,Basalte,6.12,121.08,954.33,21.66,0.0
441.53,Schiste,4.97,486.19,230.58,33.0,21.85
204.65,Calcaire,5.95,406.22,5.92,25.27,20.94
141.66,Schiste,5.26,287.73,598.88,5.85,0.21
180.32,Schiste,8.74,126.06,507.84,7.33,0.0
359.26,Calcaire,5.94,17.04,477.65,26.67,2.15
281.95,Granit,6.0,20.22,61.88,21.64,6.95
453.05,Basalte,8.28,309.87,454.43,8.81,7.55
305.06,Gabbro,7.41,20.7,287.56,23.42,4.76
251.58,Calcaire,7.7,496.88,274.56,29.31,19.9
395.02,Calcaire,7.36,99.86,222.38,27.59,9.87
474.29,Gabbro,8.76,358.25,332.53,12.38,13.56
184.36,Schiste,5.43,85.98,353.13,12.75,1.11
132.44,Basalte,8.95,274.65,308.78,34.04,11.21
311.95,Schiste,8.24,49.5,978.75,31.62,0.0
254.45,Gabbro,7.15,385.72,932.73,14.55,1.44
494.7,Gabbro,7.48,296.61,574.51,29.72,10.78
236.56,Basalte,7.42,52.22,981.05,9.85,0.0
46.42,Gabbro,4.76,425.81,991.2,10.91,0.0
488.91,Gabbro,5.48,278.04,355.94,10.44,11.32
423.36,Basalte,8.83,461.58,445.19,7.63,11.75
97.34,Calcaire,6.9,459.15,959.06,30.64,3.63
453.26,Schiste,6.2,461.05,608.63,22.36,12.18
176.93,Calcaire,7.93,48.11,212.93,12.77,3.04
194.78,Calcaire,6.86,69.27,689.38,30.46,0.0
